Tiempo_min,Voltaje_V,Corriente_A,mAh_Consumidos
13.66,7.74,0.86,185.91


13.67,7.76,0.73,186.11


13.69,7.76,0.70,186.31


13.71,7.74,0.83,186.54


13.72,7.75,0.75,186.76


13.74,7.73,0.78,186.98


13.76,7.74,0.91,187.23


13.77,7.71,0.86,187.48


13.79,7.72,0.75,187.69


13.81,7.76,0.83,187.92


13.82,7.73,0.86,188.17


13.84,7.74,0.86,188.41


13.86,7.72,0.73,188.61


13.88,7.73,0.81,188.84


13.89,7.72,0.78,189.06


13.91,7.75,0.70,189.26


13.93,7.73,0.86,189.50


13.94,7.73,0.83,189.74


13.96,7.75,0.81,189.96


13.98,7.74,0.81,190.19


13.99,7.76,0.83,190.43


14.01,7.75,0.81,190.65


14.03,7.72,0.81,190.88


14.04,7.72,0.78,191.10


14.06,7.76,0.89,191.35


14.08,7.74,0.81,191.58


14.10,7.75,0.75,191.79


14.11,7.72,0.78,192.01


14.13,7.74,0.78,192.23


14.15,7.74,0.73,192.44


14.16,7.75,0.83,192.67


14.18,7.77,0.78,192.89


14.20,7.75,0.83,193.13


14.21,7.75,0.81,193.35


14.23,7.74,0.75,193.57


14.25,7.75,0.89,193.82


14.26,7.74,0.83,194.05


14.28,7.75,0.70,194.25


14.30,7.75,0.62,194.42


14.32,7.72,0.78,194.64


14.33,7.75,0.83,194.88


14.35,7.75,0.86,195.12


14.37,7.74,0.70,195.32


14.38,7.72,0.78,195.54


14.40,7.72,0.78,195.76


14.42,7.74,0.67,195.95


14.43,7.74,0.86,196.19


14.45,7.73,0.83,196.43


14.47,7.75,0.86,196.67


14.48,7.76,0.81,196.90


14.50,7.74,0.60,197.06


14.52,7.74,0.86,197.31


14.54,7.74,0.83,197.54


14.55,7.72,0.73,197.75


14.57,7.76,0.75,197.96


14.59,7.76,0.73,198.16


14.60,7.72,0.75,198.38


14.62,7.74,0.65,198.56


14.64,7.73,0.65,198.74


14.65,7.71,0.75,198.95


14.67,7.73,0.75,199.17


14.69,7.74,0.83,199.40


14.70,7.75,0.70,199.60


14.72,7.74,1.02,199.89


14.74,7.76,0.89,200.14


14.76,7.74,0.81,200.37


14.77,7.73,0.91,200.62


14.79,7.74,0.73,200.83


14.81,7.74,0.67,201.02


14.82,7.74,0.83,201.25


14.84,7.74,0.73,201.46


14.86,7.74,0.91,201.72


14.87,7.76,0.89,201.97


14.89,7.76,0.81,202.19


14.91,7.73,0.67,202.38


14.92,7.72,0.86,202.63


14.94,7.73,0.99,202.90


14.96,7.73,0.78,203.12


14.98,7.72,0.83,203.36


14.99,7.75,0.83,203.59


15.01,7.75,0.78,203.81


15.03,7.74,0.83,204.05


15.04,7.75,0.81,204.28


15.06,7.75,0.81,204.50


15.08,7.73,0.67,204.69


15.09,7.74,0.91,204.95


15.11,7.76,0.78,205.17


15.13,7.72,0.75,205.38


15.14,7.73,0.83,205.62


15.16,7.72,0.83,205.85


15.18,7.72,0.91,206.11


15.20,7.76,0.91,206.37


15.21,7.74,0.91,206.63


15.23,7.74,0.75,206.84


15.25,7.73,0.83,207.07


15.26,7.73,0.70,207.27


15.28,7.74,0.83,207.51


15.30,7.74,0.81,207.73


15.31,7.71,0.81,207.96


15.33,7.75,0.86,208.20


15.35,7.74,0.67,208.39


15.36,7.76,0.83,208.63


15.38,7.74,0.78,208.85


15.40,7.72,0.75,209.06


15.42,7.75,0.70,209.26


15.43,7.74,0.94,209.52


15.45,7.74,0.86,209.77


15.47,7.73,0.91,210.02


15.48,7.71,0.67,210.21


15.50,7.75,0.83,210.45


15.52,7.74,0.86,210.69


15.53,7.75,0.89,210.94


15.55,7.75,0.73,211.15


15.57,7.74,0.78,211.37


15.58,7.72,0.91,211.62


15.60,7.74,0.70,211.82


15.62,7.74,0.78,212.04


15.64,7.74,0.73,212.25


15.65,7.73,0.96,212.52


15.67,7.73,0.81,212.74


15.69,7.72,0.70,212.94


15.70,7.74,0.86,213.18


15.72,7.75,0.83,213.42


15.74,7.74,0.75,213.63


15.75,7.74,0.78,213.85


15.77,7.74,0.78,214.07


15.79,7.72,0.89,214.32


15.80,7.73,0.73,214.53


15.82,7.73,0.70,214.73


15.84,7.74,0.99,215.00


15.86,7.75,0.81,215.23


15.87,7.74,0.81,215.46


15.89,7.76,0.67,215.65


15.91,7.72,0.81,215.88


15.92,7.74,0.96,216.15


15.94,7.73,0.89,216.40


15.96,7.75,0.75,216.61


15.97,7.72,0.89,216.86


15.99,7.72,0.70,217.06


16.01,7.74,0.78,217.28


16.02,7.73,0.67,217.47


16.04,7.72,0.86,217.71


16.06,7.73,0.91,217.97


16.08,7.73,0.78,218.19


16.09,7.73,0.81,218.42


16.11,7.75,0.81,218.64


16.13,7.72,0.65,218.83


16.14,7.74,0.65,219.01


16.16,7.74,0.86,219.25


16.18,7.71,0.89,219.50


16.19,7.74,0.70,219.70


16.21,7.72,0.81,219.93


16.23,7.72,0.70,220.12


16.24,7.73,0.83,220.36


16.26,7.76,0.91,220.62


16.28,7.72,0.60,220.78


16.30,7.74,0.65,220.97


16.31,7.74,0.89,221.22


16.33,7.76,0.83,221.45


16.35,7.72,0.65,221.63


16.36,7.74,0.91,221.89


16.38,7.74,0.83,222.13


16.40,7.74,0.75,222.34


16.41,7.73,0.67,222.53


16.43,7.74,0.81,222.76


16.45,7.73,0.91,223.01


16.46,7.73,0.83,223.25


16.48,7.71,0.73,223.45


16.50,7.75,0.73,223.66


16.52,7.71,0.65,223.84


16.53,7.75,0.83,224.08


16.55,7.73,0.83,224.31


16.57,7.72,0.86,224.55


16.58,7.73,0.81,224.78


16.60,7.74,0.65,224.96


16.62,7.73,0.83,225.20


16.63,7.72,0.65,225.38


16.65,7.75,0.78,225.60


16.67,7.74,0.78,225.82


16.68,7.74,0.86,226.06


16.70,7.72,0.83,226.30


16.72,7.74,0.83,226.53


16.74,7.74,0.89,226.78


16.75,7.72,0.65,226.97


16.77,7.74,0.78,227.19


16.79,7.74,0.94,227.45


16.80,7.73,0.94,227.72


16.82,7.70,0.86,227.96


16.84,7.72,0.65,228.14


16.85,7.74,0.86,228.38


16.87,7.73,0.75,228.60


16.89,7.72,0.73,228.80


16.90,7.73,0.67,228.99


16.92,7.73,0.54,229.14


16.94,7.74,0.78,229.36


16.96,7.70,0.75,229.58


16.97,7.74,0.73,229.78


16.99,7.72,0.78,230.00


17.01,7.74,0.75,230.21


17.02,7.73,0.94,230.48


17.04,7.73,0.75,230.69


17.06,7.74,0.94,230.96


17.07,7.73,0.86,231.20


17.09,7.72,0.89,231.45


17.11,7.72,0.81,231.68


17.12,7.72,0.57,231.84


17.14,7.72,0.73,232.04


17.16,7.72,0.83,232.28


17.18,7.73,0.83,232.51


17.19,7.72,0.78,232.73


17.21,7.73,0.75,232.94


17.23,7.72,0.78,233.16


17.24,7.76,0.83,233.40


17.26,7.74,0.91,233.66


17.28,7.72,0.86,233.90


17.29,7.72,0.89,234.15


17.31,7.72,0.91,234.41


17.33,7.74,0.65,234.59


17.34,7.70,0.83,234.82


17.36,7.73,0.73,235.03


17.38,7.72,0.81,235.26


17.40,7.71,0.86,235.50


17.41,7.74,0.89,235.75


17.43,7.74,0.75,235.96


17.45,7.73,0.81,236.19


17.46,7.72,0.81,236.42


17.48,7.74,0.83,236.65


17.50,7.70,0.75,236.86


17.51,7.72,0.78,237.08


17.53,7.72,0.94,237.35


17.55,7.70,0.89,237.60


17.56,7.71,0.70,237.80


17.58,7.73,0.83,238.03


17.60,7.72,0.86,238.27


17.62,7.71,0.81,238.50


17.63,7.72,0.75,238.71


17.65,7.72,0.83,238.95


17.67,7.71,0.86,239.19


17.68,7.73,0.78,239.41


17.70,7.74,0.73,239.62


17.72,7.71,0.75,239.83


17.73,7.70,0.86,240.07


17.75,7.74,0.83,240.31


17.77,7.70,0.60,240.47


17.78,7.72,0.73,240.68


17.80,7.76,0.83,240.91


17.82,7.73,0.91,241.17


17.84,7.73,0.91,241.43


17.85,7.73,0.70,241.63


17.87,7.70,1.02,241.91


17.89,7.72,0.67,242.10


17.90,7.73,0.70,242.30


17.92,7.71,0.91,242.56


17.94,7.71,0.86,242.80


17.95,7.72,0.83,243.04


17.97,7.72,0.78,243.26


17.99,7.70,0.81,243.48


18.00,7.72,0.78,243.70


18.02,7.70,0.86,243.95


18.04,7.69,0.75,244.16


18.06,7.68,0.70,244.36


18.07,7.71,0.73,244.56


18.09,7.70,0.83,244.80


18.11,7.72,0.78,245.02


18.12,7.72,1.07,245.32


18.14,7.70,0.96,245.59


18.16,7.70,0.81,245.82


18.17,7.72,0.81,246.05


18.19,7.71,0.75,246.26


18.21,7.70,0.86,246.50


18.22,7.68,0.83,246.74


18.24,7.72,0.83,246.97


18.26,7.73,0.83,247.21


18.28,7.72,0.86,247.45


18.29,7.71,0.89,247.70


18.31,7.71,0.86,247.94


18.33,7.72,0.75,248.15


18.34,7.72,0.78,248.37


18.36,7.69,0.91,248.63


18.38,7.70,0.67,248.82


18.39,7.72,0.83,249.06


18.41,7.70,0.89,249.31


18.43,7.74,0.91,249.56


18.44,7.71,0.83,249.80


18.46,7.72,0.86,250.04


18.48,7.72,0.83,250.28


18.50,7.72,0.78,250.50


18.51,7.70,0.62,250.67


18.53,7.74,0.81,250.90


18.55,7.72,0.81,251.13


18.56,7.74,0.83,251.36


18.58,7.71,0.78,251.58


18.60,7.72,0.89,251.83


18.61,7.73,0.70,252.03


18.63,7.73,0.81,252.26


18.65,7.74,0.83,252.49


18.66,7.71,0.78,252.71


18.68,7.71,0.78,252.93


18.70,7.72,0.81,253.16


18.72,7.74,0.75,253.37


18.73,7.71,0.86,253.61


18.75,7.70,0.83,253.85


18.77,7.74,0.65,254.03


18.78,7.74,0.89,254.28


18.80,7.74,0.83,254.52


18.82,7.70,0.67,254.71


18.83,7.72,0.81,254.93


18.85,7.73,0.91,255.19


18.87,7.69,0.73,255.40


18.88,7.70,0.67,255.59


18.90,7.73,0.75,255.80


18.92,7.72,0.83,256.03


18.94,7.74,0.78,256.25


18.95,7.73,0.89,256.50


18.97,7.72,0.83,256.74


18.99,7.71,0.62,256.91


19.00,7.71,0.83,257.15


19.02,7.72,0.83,257.38


19.04,7.72,0.67,257.57


19.05,7.75,0.67,257.76


19.07,7.73,0.81,257.99


19.09,7.70,0.78,258.21


19.10,7.72,0.73,258.42


19.12,7.71,0.75,258.63


19.14,7.72,0.83,258.86


19.16,7.71,0.70,259.06


19.17,7.71,0.86,259.30


19.19,7.72,0.94,259.57


19.21,7.70,0.86,259.81


19.22,7.69,0.83,260.05


19.24,7.70,0.91,260.30


19.26,7.73,0.86,260.55


19.27,7.70,0.70,260.74


19.29,7.72,0.75,260.96


19.31,7.71,0.89,261.21


19.32,7.71,0.81,261.43


19.34,7.71,0.75,261.65


19.36,7.73,0.86,261.89


19.38,7.72,0.89,262.14


19.39,7.73,0.91,262.39


19.41,7.72,0.81,262.62


19.43,7.69,0.86,262.86


19.44,7.69,0.73,263.07


19.46,7.71,0.75,263.28


19.48,7.70,0.78,263.50


19.49,7.72,0.86,263.74


19.51,7.73,0.83,263.98


19.53,7.72,0.70,264.18


19.54,7.71,0.78,264.40


19.56,7.72,0.83,264.63


19.58,7.71,0.81,264.86


19.60,7.70,0.89,265.11


19.61,7.73,0.73,265.31


19.63,7.71,0.75,265.53


19.65,7.72,0.89,265.78


19.66,7.71,0.83,266.01


19.68,7.72,0.75,266.22


19.70,7.72,0.54,266.38


19.71,7.70,0.83,266.61


19.73,7.72,0.83,266.85


19.75,7.70,0.62,267.02


19.76,7.70,0.54,267.18


19.78,7.70,0.78,267.40


19.80,7.72,0.83,267.63


19.82,7.73,0.86,267.87


19.83,7.72,0.78,268.09


19.85,7.72,0.67,268.28


19.87,7.70,0.75,268.50


19.88,7.70,0.83,268.73


19.90,7.71,0.75,268.94


19.92,7.69,0.57,269.10


19.93,7.72,0.83,269.34


19.95,7.71,0.78,269.56


19.97,7.71,0.81,269.79


19.98,7.72,0.75,270.00


20.00,7.71,0.73,270.20


20.02,7.72,0.89,270.45


20.04,7.71,0.70,270.65


20.05,7.72,0.81,270.88


20.07,7.72,0.65,271.06


20.09,7.71,0.89,271.31


20.10,7.71,0.75,271.52


20.12,7.70,0.86,271.77


20.14,7.71,0.65,271.95


20.15,7.72,0.89,272.20


20.17,7.73,0.73,272.40


20.19,7.72,0.78,272.62


20.20,7.72,0.70,272.82


20.22,7.69,0.78,273.04


20.24,7.72,0.83,273.28


20.26,7.69,0.96,273.55


20.27,7.72,0.91,273.81


20.29,7.71,0.75,274.02


20.31,7.70,0.78,274.24


20.32,7.71,0.70,274.44


20.34,7.72,0.81,274.66


20.36,7.72,0.91,274.92


20.37,7.71,0.81,275.15


20.39,7.70,0.60,275.32


20.41,7.71,0.81,275.54


20.42,7.68,0.75,275.76


20.44,7.70,0.81,275.98


20.46,7.69,0.78,276.20


20.48,7.70,0.91,276.46


20.49,7.72,0.78,276.68


20.51,7.72,0.78,276.90


20.53,7.72,0.67,277.09


20.54,7.69,0.75,277.30


20.56,7.73,0.75,277.52


20.58,7.72,0.75,277.73


20.59,7.70,0.89,277.98


20.61,7.70,0.86,278.22


20.63,7.70,0.65,278.40


20.64,7.71,0.73,278.61


20.66,7.71,0.75,278.82


20.68,7.69,0.81,279.05


20.70,7.70,0.86,279.29


20.71,7.70,0.75,279.50


20.73,7.70,0.83,279.74


20.75,7.69,0.89,279.99


20.76,7.70,0.89,280.24


20.78,7.71,0.83,280.47


20.80,7.71,0.83,280.71


20.81,7.71,0.86,280.95


20.83,7.70,0.89,281.20


20.85,7.69,0.75,281.41


20.86,7.71,0.83,281.65


20.88,7.72,0.75,281.86


20.90,7.71,0.67,282.05


20.92,7.70,0.60,282.22


20.93,7.72,0.78,282.44


20.95,7.70,0.70,282.64


20.97,7.69,0.78,282.86


20.98,7.70,0.67,283.05


21.00,7.70,0.78,283.27


21.02,7.70,0.89,283.52


21.03,7.70,0.83,283.75


21.05,7.72,0.73,283.96


21.07,7.70,0.78,284.18


21.08,7.70,0.89,284.43


21.10,7.69,0.81,284.65


21.12,7.70,0.83,284.89


21.14,7.71,0.86,285.13


21.15,7.72,0.67,285.32


21.17,7.70,0.94,285.59


21.19,7.70,0.65,285.77


21.20,7.69,0.83,286.00


21.22,7.70,0.70,286.20


21.24,7.71,0.75,286.41


21.25,7.69,0.83,286.65


21.27,7.69,0.78,286.87


21.29,7.70,0.75,287.08


21.30,7.71,0.67,287.27


21.32,7.69,0.78,287.49


21.34,7.68,0.73,287.70


21.36,7.70,0.83,287.93


21.37,7.71,0.94,288.20


21.39,7.72,0.70,288.39


21.41,7.68,0.65,288.58


21.42,7.70,0.86,288.82


21.44,7.71,0.78,289.04


21.46,7.72,0.78,289.26


21.47,7.70,0.83,289.49


21.49,7.69,0.70,289.69


21.51,7.70,0.86,289.93


21.52,7.69,1.02,290.22


21.54,7.71,0.78,290.44


21.56,7.70,0.83,290.68


21.58,7.68,0.78,290.90


21.59,7.70,0.89,291.15


21.61,7.69,0.86,291.39


21.63,7.70,0.78,291.61


21.64,7.70,0.73,291.81


21.66,7.68,0.67,292.00


21.68,7.70,0.89,292.25


21.69,7.69,0.62,292.43


21.71,7.68,0.70,292.63


21.73,7.70,0.86,292.87


21.74,7.69,0.70,293.07


21.76,7.69,0.78,293.29


21.78,7.69,0.81,293.52


21.80,7.70,0.75,293.73


21.81,7.70,0.94,293.99


21.83,7.70,0.70,294.19


21.85,7.71,0.70,294.39


21.86,7.69,0.67,294.58


21.88,7.68,0.89,294.83


21.90,7.72,0.75,295.04


21.91,7.70,0.83,295.28


21.93,7.70,0.75,295.49


21.95,7.70,0.75,295.70


21.96,7.69,0.86,295.94


21.98,7.69,0.78,296.16


22.00,7.72,0.94,296.43


22.02,7.70,0.86,296.67


22.03,7.70,0.75,296.88


22.05,7.69,0.75,297.10


22.07,7.70,0.83,297.33


22.08,7.69,0.81,297.56


22.10,7.68,0.75,297.77


22.12,7.68,0.86,298.01


22.13,7.69,0.86,298.25


22.15,7.69,0.83,298.49


22.17,7.69,0.73,298.69


22.18,7.70,0.81,298.92


22.20,7.68,0.83,299.16


22.22,7.69,0.83,299.39


22.24,7.69,0.75,299.60


22.25,7.70,0.70,299.80


22.27,7.68,0.89,300.05


22.29,7.69,0.78,300.27


22.30,7.70,0.65,300.46


22.32,7.70,0.81,300.68


22.34,7.69,0.73,300.89


22.35,7.70,0.96,301.16


22.37,7.68,0.70,301.36


22.39,7.71,0.89,301.61


22.40,7.67,0.73,301.81


22.42,7.69,0.75,302.03


22.44,7.69,0.89,302.28


22.46,7.71,0.94,302.54


22.47,7.70,0.78,302.76


22.49,7.69,0.91,303.02


22.51,7.71,0.65,303.20


22.52,7.69,0.78,303.42


22.54,7.68,0.65,303.60


22.56,7.69,0.94,303.87


22.57,7.69,0.89,304.12


22.59,7.70,0.89,304.37


22.61,7.69,0.78,304.59


22.62,7.70,0.73,304.79


22.64,7.71,0.86,305.04


22.66,7.68,0.86,305.28


22.68,7.70,0.62,305.45


22.69,7.69,0.78,305.67


22.71,7.67,0.78,305.89


22.73,7.70,0.75,306.11


22.74,7.70,0.83,306.34


22.76,7.68,0.81,306.57


22.78,7.70,0.81,306.80


22.79,7.69,0.81,307.02


22.81,7.67,0.73,307.23


22.83,7.68,0.81,307.46


22.84,7.71,0.86,307.70


22.86,7.68,0.73,307.90


22.88,7.68,0.70,308.10


22.90,7.67,0.67,308.29


22.91,7.68,0.75,308.51


22.93,7.68,0.83,308.74


22.95,7.70,0.96,309.01


22.96,7.67,0.83,309.25


22.98,7.68,0.65,309.43


23.00,7.69,0.81,309.66


23.01,7.68,0.81,309.88


23.03,7.68,0.54,310.04


23.05,7.68,0.99,310.32


23.06,7.70,0.89,310.57


23.08,7.70,0.78,310.79


23.10,7.66,0.78,311.01


23.12,7.68,0.73,311.21


23.13,7.68,0.78,311.43


23.15,7.67,0.94,311.70


23.17,7.71,0.99,311.98


23.18,7.66,0.89,312.23


23.20,7.70,0.70,312.42


23.22,7.68,0.73,312.63


23.23,7.69,0.83,312.86


23.25,7.68,0.73,313.07


23.27,7.68,0.67,313.26


23.28,7.67,0.94,313.52


23.30,7.71,0.75,313.74


23.32,7.70,0.75,313.95


23.34,7.67,0.83,314.18


23.35,7.67,0.65,314.37


23.37,7.67,0.73,314.57


23.39,7.68,0.73,314.78


23.40,7.69,0.67,314.97


23.42,7.69,0.96,315.24


23.44,7.69,0.83,315.47


23.45,7.69,0.89,315.72


23.47,7.68,0.78,315.94


23.49,7.68,0.86,316.19


23.50,7.69,0.83,316.42


23.52,7.68,0.75,316.63


23.54,7.68,0.67,316.82


23.56,7.68,0.83,317.06


23.57,7.69,0.78,317.28


23.59,7.68,0.81,317.51


23.61,7.69,0.91,317.76


23.62,7.67,0.78,317.98


23.64,7.70,0.70,318.18


23.66,7.70,0.75,318.39


23.67,7.66,0.81,318.62


23.69,7.69,0.70,318.82


23.71,7.68,0.62,318.99


23.72,7.67,0.91,319.25


23.74,7.68,0.81,319.48


23.76,7.68,0.70,319.68


23.78,7.67,0.86,319.92


23.79,7.66,0.73,320.12


23.81,7.70,0.94,320.39


23.83,7.68,0.70,320.59


23.84,7.69,0.86,320.83


23.86,7.68,0.70,321.03


23.88,7.69,0.86,321.27


23.89,7.68,0.86,321.51


23.91,7.67,0.73,321.72


23.93,7.68,0.70,321.91


23.94,7.66,0.70,322.11


23.96,7.67,0.83,322.35


23.98,7.67,0.70,322.54


24.00,7.71,0.81,322.77


24.01,7.69,0.70,322.97


24.03,7.70,0.75,323.18


24.05,7.68,0.81,323.41


24.06,7.68,0.67,323.60


24.08,7.66,0.75,323.81


24.10,7.68,0.81,324.04


24.11,7.68,0.86,324.28


24.13,7.65,0.78,324.50


24.15,7.69,0.81,324.73


24.16,7.67,0.78,324.95


24.18,7.67,0.60,325.12


24.20,7.66,0.75,325.33


24.22,7.69,0.62,325.51


24.23,7.67,0.86,325.75


24.25,7.66,0.78,325.97


24.27,7.69,0.67,326.16


24.28,7.68,0.86,326.40


24.30,7.68,0.73,326.61


24.32,7.68,0.83,326.84


24.33,7.69,0.75,327.05


24.35,7.71,0.65,327.24


24.37,7.68,0.75,327.45


24.38,7.66,0.83,327.68


24.40,7.66,0.75,327.90


24.42,7.68,0.70,328.09


24.44,7.68,0.67,328.28


24.45,7.67,0.67,328.47


24.47,7.68,0.91,328.73


24.49,7.68,0.78,328.95


24.50,7.65,0.78,329.17


24.52,7.68,0.67,329.36


24.54,7.68,0.81,329.59


24.55,7.68,0.83,329.82


24.57,7.68,0.70,330.02


24.59,7.68,0.86,330.26


24.60,7.69,0.94,330.53


24.62,7.66,0.86,330.77


24.64,7.66,0.89,331.02


24.66,7.68,0.81,331.25


24.67,7.66,0.75,331.46


24.69,7.65,0.75,331.67


24.71,7.66,0.86,331.92


24.72,7.68,0.86,332.16


24.74,7.67,0.78,332.38


24.76,7.66,0.78,332.60


24.77,7.70,0.75,332.81


24.79,7.66,0.81,333.04


24.81,7.67,0.67,333.23


24.82,7.67,0.94,333.49


24.84,7.68,0.67,333.68


24.86,7.68,0.70,333.88


24.88,7.68,0.81,334.11


24.89,7.68,0.75,334.32


24.91,7.66,0.70,334.52


24.93,7.70,0.86,334.76


24.94,7.66,0.83,335.00


24.96,7.66,0.86,335.24


24.98,7.67,0.60,335.41


24.99,7.66,0.60,335.57


25.01,7.68,0.70,335.77


25.03,7.68,0.89,336.02


25.04,7.65,0.65,336.20


25.06,7.67,0.75,336.42


25.08,7.67,0.94,336.68


25.10,7.67,0.70,336.88


25.11,7.66,0.91,337.14


25.13,7.68,0.70,337.33


25.15,7.67,0.73,337.54


25.16,7.66,0.75,337.75


25.18,7.67,0.91,338.01


25.20,7.67,0.83,338.24


25.21,7.66,0.91,338.50


25.23,7.66,0.75,338.71


25.25,7.67,0.86,338.96


25.26,7.66,0.73,339.16


25.28,7.68,0.67,339.35


25.30,7.66,0.67,339.54


25.32,7.66,0.86,339.78


25.33,7.68,0.91,340.04


25.35,7.67,0.83,340.28


25.37,7.68,0.73,340.48


25.38,7.64,0.62,340.66


25.40,7.68,0.65,340.84


25.42,7.66,0.89,341.09


25.43,7.65,0.73,341.29


25.45,7.68,0.81,341.52


25.47,7.67,0.78,341.74


25.48,7.65,0.81,341.97


25.50,7.68,0.78,342.19


25.52,7.68,0.81,342.42


25.54,7.68,0.65,342.60


25.55,7.67,0.83,342.83


25.57,7.69,0.75,343.05


25.59,7.66,0.73,343.25


25.60,7.67,0.75,343.46


25.62,7.67,0.78,343.68


25.64,7.68,0.78,343.90


25.65,7.65,0.86,344.15


25.67,7.68,0.70,344.35


25.69,7.67,0.91,344.60


25.70,7.68,0.70,344.80


25.72,7.66,0.62,344.98


25.74,7.68,0.81,345.20


25.76,7.66,0.67,345.39


25.77,7.66,0.60,345.56


25.79,7.68,0.75,345.77


25.81,7.67,0.81,346.00


25.82,7.66,0.81,346.23


25.84,7.66,0.60,346.40


25.86,7.68,0.89,346.65


25.87,7.67,0.70,346.84


25.89,7.67,0.83,347.08


25.91,7.67,0.78,347.30


25.93,7.67,0.78,347.52


25.94,7.65,0.67,347.71


25.96,7.66,0.73,347.92


25.98,7.67,0.67,348.11


25.99,7.66,0.73,348.31


26.01,7.65,0.67,348.50


26.03,7.68,0.81,348.73


26.04,7.69,0.83,348.96


26.06,7.66,0.67,349.15


26.08,7.67,0.86,349.40


26.09,7.67,0.65,349.58


26.11,7.65,0.73,349.78


26.13,7.66,0.86,350.03


26.14,7.66,0.75,350.24


26.16,7.66,0.78,350.46


26.18,7.68,0.70,350.66


26.20,7.65,0.81,350.88


26.21,7.66,0.75,351.10


26.23,7.64,0.67,351.29


26.25,7.66,0.73,351.49


26.26,7.67,0.67,351.68


26.28,7.65,0.78,351.90


26.30,7.67,0.75,352.11


26.31,7.66,0.86,352.36


26.33,7.66,0.57,352.52


26.35,7.68,0.86,352.76


26.36,7.65,0.86,353.00


26.38,7.65,0.65,353.18


26.40,7.66,0.83,353.42


26.42,7.67,0.49,353.56


26.43,7.68,0.81,353.79


26.45,7.65,0.81,354.01


26.47,7.66,0.86,354.25


26.48,7.68,0.73,354.46


26.50,7.67,0.73,354.67


26.52,7.65,0.91,354.92


26.53,7.66,0.70,355.12


26.55,7.68,0.78,355.34


26.57,7.67,0.81,355.57


26.58,7.66,0.75,355.78


26.60,7.64,0.65,355.96


26.62,7.65,0.83,356.20


26.64,7.66,0.78,356.42


26.65,7.65,0.70,356.62


26.67,7.68,0.94,356.88


26.69,7.66,0.73,357.09


26.70,7.66,0.65,357.27


26.72,7.66,0.57,357.43


26.74,7.67,0.99,357.71


26.75,7.66,0.81,357.94


26.77,7.67,0.86,358.18

